id,baseMean,log2FC,lfcSE,stat,pvalue,padj
ENSMUSG00000025145,960.5584284,0.047153221,0.100501198,0.469180688,0.638940488,0.804198438
ENSMUSG00000025147,254.0738516,-0.389459998,0.598736212,-0.650470091,0.515388615,0.720339592
ENSMUSG00000025150,697.4507341,-0.422825834,0.404530593,-1.045225852,0.295918598,0.531190816
ENSMUSG00000025151,6413.411527,-0.212326168,0.119881051,-1.771140351,0.076537365,0.251306021
ENSMUSG00000025153,1697.711912,0.197849934,0.305941563,0.646691911,0.517831359,0.721564356
ENSMUSG00000025154,243.9853777,0.426310077,0.249771423,1.706800852,0.087859074,0.271059182
ENSMUSG00000025155,763.0890752,-0.277092074,0.152272272,-1.819714586,0.068802481,0.235343211
ENSMUSG00000025156,2295.8893,-0.032499224,0.070385207,-0.46173373,0.644272279,0.808747919
ENSMUSG00000025157,480.2279212,0.337265189,0.141298519,2.386898254,0.016991193,0.106611951
ENSMUSG00000025158,629.4120327,0.066753283,0.166044996,0.40201924,0.687669867,0.834108361
ENSMUSG00000025159,1840.647757,-0.124229832,0.1602448,-0.775250319,0.43819176,0.662158763
ENSMUSG00000025161,716.1776347,-1.204309143,0.285339584,-4.220617156,2.44E-05,0.001699914
ENSMUSG00000025162,4054.35059,0.029542995,0.199075617,0.148400873,0.882026411,0.944219126
ENSMUSG00000025163,44.01616867,0.130443998,0.3791249,0.344066026,0.730796632,0.859851358
ENSMUSG00000025165,344.7663101,-0.56499392,0.357165104,-1.58188444,0.113675954,0.311719487
ENSMUSG00000025169,156.1053136,-0.287027618,0.190084462,-1.510000422,0.131043316,0.339232136
ENSMUSG00000025170,9.295921274,-1.634864534,0.82499668,-1.981661956,0.047517088,0.192198076
ENSMUSG00000025171,868.5015122,0.236906791,0.113481473,2.087625278,0.03683165,0.168158072
ENSMUSG00000025172,2.734911136,0.497293537,2.983175231,0.166699405,0.867606573,NA
ENSMUSG00000025173,1339.882631,-0.121267189,0.108070671,-1.122110076,0.26181564,0.495706471
ENSMUSG00000025175,2.775261411,-0.89883787,1.187755027,-0.756753581,0.449197508,NA
ENSMUSG00000025176,44.56295437,-0.427493896,0.30891185,-1.383870177,0.16639821,0.386705848
ENSMUSG00000025178,1191.518257,-0.112592039,0.163552907,-0.688413557,0.491192389,0.704737113
ENSMUSG00000025184,535.1866626,0.035225334,0.157818763,0.22320118,0.823378934,0.912101721
ENSMUSG00000025185,827.5007443,0.671781554,0.303593338,2.212767768,0.026913661,0.139251811
ENSMUSG00000025188,837.1435757,-0.014786591,0.228515412,-0.064707194,0.948407135,0.976795184
ENSMUSG00000025189,0.126197561,-0.809540728,4.279685918,-0.189158911,0.84996827,NA
ENSMUSG00000025190,1223.309373,0.030254244,0.156982244,0.192723985,0.847175138,0.925804982
ENSMUSG00000025192,353.7793404,0.367747342,0.140120644,2.624505082,0.0086775,0.072533887
ENSMUSG00000025193,82.95188934,0.039323656,0.302733355,0.129895353,0.896649221,0.951234575
ENSMUSG00000025194,0.740301704,1.40247001,2.006789343,0.698862596,0.484637905,NA
ENSMUSG00000025195,0,NA,NA,NA,NA,NA
ENSMUSG00000025196,6.161612109,-0.72941793,0.789785356,-0.923564769,0.355712964,NA
ENSMUSG00000025197,6.187071533,-0.38680729,1.113890674,-0.347257858,0.728397607,NA
ENSMUSG00000025198,1163.168627,1.055351511,0.332330206,3.175611166,0.001495212,0.026233228
ENSMUSG00000025199,1124.930384,-0.170834613,0.147856783,-1.155405989,0.24792421,0.48155133
ENSMUSG00000025200,14.19381558,-1.130939643,1.555213892,-0.727192349,0.467108133,0.685833075
ENSMUSG00000025201,0,NA,NA,NA,NA,NA
ENSMUSG00000025202,21.96350855,-0.314204592,0.697663071,-0.45036724,0.652445662,0.813515467
ENSMUSG00000025203,11289.38467,0.397985544,0.197139904,2.018797496,0.043508271,0.182802665
ENSMUSG00000025204,1216.439361,-0.439351669,0.170422532,-2.578013975,0.009936998,0.078367606
ENSMUSG00000025207,51.93515636,-0.078722413,0.358840434,-0.219379997,0.826354051,0.91405046
ENSMUSG00000025208,489.6521259,-0.19459678,0.16315506,-1.192710666,0.232982707,0.465317039
ENSMUSG00000025209,475.8377068,0.6781081,0.256918187,2.639393132,0.00830546,0.070958954
ENSMUSG00000025212,2772.045034,0.02119278,0.125570133,0.168772461,0.865975621,0.936168035
ENSMUSG00000025213,111.3948443,0.440542236,0.205392725,2.14487751,0.031962642,0.154158639
ENSMUSG00000025215,0.244203106,-0.55435212,4.275023036,-0.129672312,0.89682569,NA
ENSMUSG00000025216,2.679360968,-1.583612112,1.245614788,-1.271349801,0.203604233,NA
ENSMUSG00000025217,147.4126963,-0.285404943,0.620643678,-0.459853137,0.645621639,0.809497814
ENSMUSG00000025218,214.9358466,-0.092849497,0.12370349,-0.750581068,0.452904818,0.673414416
ENSMUSG00000025219,0.432687876,0.968232345,2.99817578,0.322940487,0.746740314,NA
ENSMUSG00000025220,1814.327349,0.47183537,0.208135709,2.266960213,0.023392656,0.128762134
ENSMUSG00000025221,6.650097154,1.675318788,1.293722933,1.294959489,0.195334205,NA
ENSMUSG00000025223,2248.146121,0.076294233,0.105355815,0.72415778,0.468968875,0.687340311
ENSMUSG00000025224,1445.433435,0.120576041,0.128181988,0.940662904,0.346877635,0.581870726
ENSMUSG00000025225,2183.24277,0.155964446,0.228667365,0.682058176,0.495202165,0.707411548
ENSMUSG00000025226,137.3951491,-0.016298157,0.218172275,-0.074703153,0.940450899,0.973457109
ENSMUSG00000025227,104.1586434,0.207480952,0.278659513,0.744567983,0.456532929,0.67688382
ENSMUSG00000025228,2522.146982,-0.130208014,0.112271531,-1.159759849,0.246146595,0.479752247
ENSMUSG00000025229,0.647873048,-2.445955088,2.421529551,-1.010086822,0.312453695,NA
ENSMUSG00000025231,775.651238,0.071260296,0.177275498,0.401974872,0.687702519,0.834108361
ENSMUSG00000025232,3128.664443,-0.290117919,0.151427209,-1.915890288,0.055379062,0.207568582
ENSMUSG00000025234,3160.987034,0.128642553,0.193007817,0.666514729,0.505082152,0.714147023
ENSMUSG00000025235,156.6884759,0.141929184,0.159109862,0.892020035,0.372382194,0.604564477
ENSMUSG00000025236,289.9755638,0.356524088,1.471063922,0.242357985,0.808502787,0.903340013
ENSMUSG00000025237,282.8394182,-0.389412716,0.180630747,-2.155849564,0.031095414,0.151515998
ENSMUSG00000025239,1419.941665,0.090332269,0.080128436,1.127343475,0.259597288,0.493490253
ENSMUSG00000025240,935.4134103,0.121013418,0.333480007,0.362880578,0.716694096,0.851177275
ENSMUSG00000025241,844.1425905,-0.072402872,0.108736864,-0.665853965,0.505504447,0.714474718
ENSMUSG00000025243,9.669456239,0.28829742,0.523191944,0.551035665,0.581609226,0.765756375
ENSMUSG00000025245,697.6517898,0.182685153,0.191191585,0.955508332,0.339320694,0.574863597
ENSMUSG00000025246,3168.821912,0.173053778,0.117206527,1.476485847,0.139813512,0.351813367
ENSMUSG00000025255,24.65983368,-0.021499515,0.448242345,-0.047964042,0.9617449,0.983413472
ENSMUSG00000025257,33.97171831,0.104380362,0.521245752,0.200251728,0.841283713,0.922846411
ENSMUSG00000025260,1020.180654,0.100197328,0.09987885,1.003188643,0.315769852,0.550997735
ENSMUSG00000025261,9959.58853,0.585733003,0.623514023,0.939406303,0.347522178,0.58239817
ENSMUSG00000025262,229.9604245,0.532412093,0.250415236,2.126117012,0.033493518,0.158530015
ENSMUSG00000025264,509.2293093,-0.075138844,0.109258546,-0.687715948,0.491631675,0.705051002
ENSMUSG00000025265,474.2114815,0.369682328,0.198581155,1.861618378,0.062656901,0.222204687
ENSMUSG00000025266,1371.784662,0.098072452,0.214001608,0.458279041,0.64675198,0.810569436
ENSMUSG00000025268,128.9279838,-1.091684779,0.280383074,-3.893547364,9.88E-05,0.004681911
ENSMUSG00000025269,345.6349658,-0.308166059,0.241559373,-1.275736293,0.202048754,0.429438606
ENSMUSG00000025270,12.72244533,-1.934124977,0.823662333,-2.34820132,0.018864322,0.113133385
ENSMUSG00000025271,86.66036132,-0.272140955,0.258315097,-1.05352323,0.292101253,0.528165326
ENSMUSG00000025272,7.327962511,-0.855205938,1.398202543,-0.611646676,0.540771549,NA
ENSMUSG00000025277,66.1088186,-0.135667487,0.302142786,-0.449017793,0.653418821,0.81407324
ENSMUSG00000025278,7762.744227,0.123506765,0.195270393,0.632490994,0.527066091,0.728820356
ENSMUSG00000025279,1259.700782,0.332132982,0.287751356,1.154236025,0.248403417,0.481937165
ENSMUSG00000025280,624.5077436,0.041545678,0.120876159,0.343704484,0.731068539,0.860036996
ENSMUSG00000025283,3397.808061,-0.658556527,0.191278654,-3.442916981,0.000575476,0.0142883
ENSMUSG00000025287,1490.12676,-0.109477289,0.119223296,-0.918254174,0.358485813,0.592083097
ENSMUSG00000025288,0,NA,NA,NA,NA,NA
ENSMUSG00000025289,1549.933926,0.156427849,0.108017309,1.448173913,0.147568418,0.36145029
ENSMUSG00000025290,6416.315599,-0.442770676,0.214966603,-2.059718441,0.039425465,0.173940629
ENSMUSG00000025314,2517.379365,-0.061820562,0.131581383,-0.469827571,0.638478214,0.80390043
ENSMUSG00000025316,428.8183745,0.395747113,0.236544484,1.673034629,0.094320479,0.281668293
ENSMUSG00000025317,8.676298614,-0.25909142,0.557354751,-0.464859086,0.642032372,0.806707472
ENSMUSG00000025318,0.039615141,0.350624105,4.279685918,0.081927532,0.934704341,NA
ENSMUSG00000025321,100.6485705,-0.101742377,0.353677523,-0.287669898,0.773599434,0.88392093
ENSMUSG00000025323,175.7635069,-0.142700593,0.2088086,-0.683403808,0.494351714,0.706866668
ENSMUSG00000025324,1703.623763,0.516984134,0.178834239,2.890856571,0.003841934,0.045484517
ENSMUSG00000025326,106.9747685,0.647495976,2.02831097,0.319229144,0.749552758,0.869966085
ENSMUSG00000025328,76.58548424,2.257012999,1.143200775,1.974292748,0.048348465,0.194317679
ENSMUSG00000025329,59.6672486,1.863975342,0.763189576,2.44234906,0.01459203,0.098661501
ENSMUSG00000025330,26.99480319,1.056621983,0.951097157,1.110950627,0.266589602,0.500844165
ENSMUSG00000025332,2244.629355,0.015755854,0.164567719,0.095740853,0.923726394,0.965111922
ENSMUSG00000025333,1.230094606,0.726470219,2.531358759,0.28698825,0.774121317,NA
ENSMUSG00000025337,1478.905452,-0.197008873,0.095890043,-2.054528984,0.039924521,0.174964367
ENSMUSG00000025340,606.0715692,-0.527163944,0.136145781,-3.872054936,0.000107922,0.004928748
ENSMUSG00000025347,2.205210888,-2.338902089,1.332030216,-1.755892668,0.079106737,NA
ENSMUSG00000025348,75.28290135,-0.195455811,1.169693391,-0.167100038,0.867291336,0.937118744
ENSMUSG00000025350,151.6556669,-0.233321996,0.192438256,-1.212451209,0.225339709,0.456525709
ENSMUSG00000025351,7731.635241,-0.600635953,0.18954828,-3.168775537,0.001530826,0.026479032
ENSMUSG00000025352,182.3279741,-0.021905907,0.128844821,-0.170017755,0.864996174,0.935776231
ENSMUSG00000025353,42.96955272,-0.225914031,0.293648644,-0.769334494,0.441694765,0.664283186
ENSMUSG00000025354,68.89723077,-1.513188959,0.925181519,-1.635559,0.101931917,0.293699569
ENSMUSG00000025355,2401.883708,-1.123889791,0.264023478,-4.256779733,2.07E-05,0.001509958
ENSMUSG00000025357,395.6457663,-0.188435258,0.268925783,-0.70069614,0.483492665,0.699301148
ENSMUSG00000025358,808.8198582,0.182383799,0.092525068,1.971182545,0.048703,0.195079949
ENSMUSG00000025359,18.47247312,1.741193182,0.802182402,2.170570156,0.02996368,0.148157028
ENSMUSG00000025362,11.65485819,1.056747009,0.56232342,1.879251286,0.06021019,0.217191903
ENSMUSG00000025364,3742.622098,0.264524707,0.108540229,2.437112105,0.014805089,0.09924576
ENSMUSG00000025366,850.9842201,0.284631758,0.199775278,1.424759664,0.154226686,0.370119487
ENSMUSG00000025369,2516.505428,0.146412402,0.134174564,1.091208336,0.275181221,0.510180364
ENSMUSG00000025370,0.44661799,-2.009945024,3.401729717,-0.590859707,0.554614425,NA
ENSMUSG00000025371,1028.146587,0.240112619,0.146108189,1.643389198,0.100302434,0.291375863
ENSMUSG00000025372,2983.344844,0.222142781,0.118051236,1.881748872,0.059870121,0.216639277
ENSMUSG00000025373,246.9090769,-0.091599464,0.194024431,-0.472102731,0.636853463,0.802955014
ENSMUSG00000025374,554.2434618,-0.070428905,0.194376234,-0.362332903,0.717103274,0.851369142
ENSMUSG00000025375,133.3752854,-0.677016477,0.346220657,-1.955447958,0.05053022,0.197952634
ENSMUSG00000025377,579.4182668,-0.033067102,0.11464559,-0.288428906,0.773018444,0.883753992
ENSMUSG00000025380,1.133836518,-0.23699863,1.895328413,-0.125043569,0.900489058,NA
ENSMUSG00000025381,680.9609397,-0.098032089,0.129693571,-0.755874702,0.449724323,0.671002403
ENSMUSG00000025383,3.191182808,-1.085554232,0.812997608,-1.335248986,0.181794869,NA
ENSMUSG00000025384,505.6897651,0.430629139,0.229424235,1.876999345,0.060518184,0.217885701
ENSMUSG00000025386,18.0560283,-0.119098472,0.514909874,-0.231299647,0.817082021,0.907661468
ENSMUSG00000025389,0,NA,NA,NA,NA,NA
ENSMUSG00000025393,15429.13308,-0.124434926,0.111037912,-1.120652612,0.262435761,0.496194875
ENSMUSG00000025395,589.2446708,0.41315006,0.198617578,2.080128374,0.03751376,0.169705035
ENSMUSG00000025396,0,NA,NA,NA,NA,NA
ENSMUSG00000025400,0,NA,NA,NA,NA,NA
ENSMUSG00000025401,36.16839909,0.577107461,0.341018027,1.69230778,0.090587305,0.27541684
ENSMUSG00000025402,2003.252449,-0.103397324,0.116222339,-0.88965103,0.373653296,0.605754359
ENSMUSG00000025403,1928.152906,0.434502205,0.17485956,2.484863873,0.012960098,0.092219849
ENSMUSG00000025404,1672.193541,-0.141457592,0.143603675,-0.985055516,0.324596802,0.560129526
ENSMUSG00000025405,0.102833291,0,4.279685918,0,1,NA
ENSMUSG00000025407,14.39428053,0.886152916,0.683140141,1.297175882,0.194570677,0.421681719
ENSMUSG00000025408,268.1253566,-0.892522597,0.239444111,-3.727477755,0.000193406,0.007325492
ENSMUSG00000025409,1258.260326,-0.402534347,0.184596413,-2.180618471,0.029211648,0.146067931
ENSMUSG00000025410,2246.683471,-0.112639504,0.104985861,-1.072901659,0.283315242,0.519066862
ENSMUSG00000025413,627.4913887,-0.249981637,0.148515485,-1.683202516,0.092335894,0.278764875
ENSMUSG00000025417,1022.463122,-0.180427216,0.13522232,-1.33430055,0.182105378,0.406232999
ENSMUSG00000025418,0,NA,NA,NA,NA,NA
ENSMUSG00000025420,56.07075302,0.781371501,0.236470171,3.304313174,0.000952094,0.019710763
ENSMUSG00000025421,716.8162688,0.067480581,0.071156102,0.948345673,0.342953506,0.578235987
ENSMUSG00000025422,0,NA,NA,NA,NA,NA
ENSMUSG00000025423,980.4172658,0.261496971,0.105704786,2.473842301,0.013366868,0.093603156
ENSMUSG00000025425,1.568990888,-2.573810195,2.173056785,-1.184419208,0.23624716,NA
ENSMUSG00000025427,219.6216467,1.365830234,0.482825177,2.828829768,0.004671854,0.051169705
ENSMUSG00000025428,12282.43471,0.116809499,0.068885212,1.695712277,0.089940382,0.274658552
ENSMUSG00000025429,164.732045,-0.046882344,0.223683224,-0.209592579,0.833985672,0.919122345
ENSMUSG00000025431,4.810468406,4.160767613,2.601341996,1.599469666,0.109716284,NA
ENSMUSG00000025432,73.48243389,-0.843587884,0.543107907,-1.553260176,0.12036099,0.322195468
ENSMUSG00000025433,0.924901016,4.169653267,4.194231205,0.994140061,0.320154684,NA
ENSMUSG00000025436,93.61201186,0.239402487,0.182465928,1.312039402,0.18950684,0.415728907
ENSMUSG00000025437,1289.372586,0.08865903,0.127347186,0.696199362,0.486303987,0.701482331
ENSMUSG00000025439,1382.296148,0.053177433,0.100141263,0.531024189,0.595402017,0.775968851
ENSMUSG00000025450,0.294329806,-0.724337997,3.124558388,-0.231820919,0.816677109,NA
ENSMUSG00000025451,1406.711362,-0.088743942,0.084373771,-1.051795366,0.292893445,0.528870463
ENSMUSG00000025453,571.6496844,0.214456453,0.345174752,0.621298204,0.534403435,0.735202451
ENSMUSG00000025461,4.639894868,1.678690083,4.105991149,0.408839187,0.68265768,NA
ENSMUSG00000025464,295.3756688,-0.341161194,0.202334037,-1.68612854,0.091771044,0.277559984
ENSMUSG00000025465,1087.220405,-0.179139794,0.083419715,-2.147451525,0.031757352,0.153470795
ENSMUSG00000025466,129.4278184,-0.693409692,0.257762476,-2.690111076,0.007142824,0.064849097
ENSMUSG00000025467,0.128558899,0.348007703,4.279685918,0.081316178,0.935190508,NA
ENSMUSG00000025468,0.088046337,0.927696837,4.279685918,0.216767505,0.828389537,NA
ENSMUSG00000025469,2.538783896,-0.721362483,1.202416003,-0.599927547,0.548554523,NA
ENSMUSG00000025470,227.5699387,0.162727628,0.172770244,0.941872998,0.346257666,0.581434542
ENSMUSG00000025473,2513.68082,-1.445577444,0.292667751,-4.939312375,7.84E-07,0.000155466
ENSMUSG00000025474,467.8387605,0.721237703,0.81140182,0.888878586,0.374068335,0.60612664
ENSMUSG00000025475,1.973584587,2.802974166,1.453697635,1.928168622,0.053834156,NA
ENSMUSG00000025477,502.1698897,-0.4036084,0.180549989,-2.235438526,0.025388573,0.134919318
ENSMUSG00000025478,0.630410389,-2.516607815,2.225130904,-1.130993152,0.258057974,NA
ENSMUSG00000025479,34.96584562,-2.028025578,1.188913568,-1.705780498,0.088048955,0.271311758
ENSMUSG00000025480,1.057738654,-1.195438881,1.708095256,-0.699866636,0.484010595,NA
ENSMUSG00000025481,27.20317729,-2.304762154,1.746418176,-1.319708067,0.186932506,0.411941052
ENSMUSG00000025482,0.962213695,-1.771180089,1.64270287,-1.078210869,0.280939662,NA
ENSMUSG00000025484,400.3900366,-0.255120543,0.149208736,-1.709823098,0.08729859,0.269892338
ENSMUSG00000025485,729.6167657,0.337031155,0.21362285,1.577692436,0.114636285,0.312816124
ENSMUSG00000025486,97.98699645,-0.526807447,0.309717879,-1.70092682,0.08895673,0.272992644
ENSMUSG00000025487,1951.509037,-0.210113025,0.106816142,-1.96705311,0.049177088,0.195915384
ENSMUSG00000025488,21.97222548,-2.31518524,0.859242135,-2.694450314,0.007050484,0.064614126
ENSMUSG00000025489,35.10537627,-1.317393226,0.391260315,-3.367050466,0.000759768,0.016963646
ENSMUSG00000025491,738.3966394,-1.431617268,0.394440257,-3.629490755,0.000283981,0.009385693
ENSMUSG00000025492,11063.49518,-0.978139208,0.270266993,-3.619158957,0.000295562,0.009620768
ENSMUSG00000025494,680.5938414,0.685806856,0.166086024,4.129226757,3.64E-05,0.002284241
ENSMUSG00000025495,642.2132434,0.385735391,0.199888706,1.929750806,0.053637722,0.203959385
ENSMUSG00000025496,0.093833832,0.347363952,4.279685918,0.081165758,0.935310131,NA
ENSMUSG00000025497,0.421087815,-0.821778402,3.509780443,-0.234139547,0.814876645,NA
ENSMUSG00000025498,2029.753049,-0.182305596,0.270038247,-0.675110278,0.499605704,0.710268613
ENSMUSG00000025499,943.9012269,-0.445904134,0.205937365,-2.165241526,0.030369194,0.149231862
ENSMUSG00000025500,18.23134377,-0.578335428,0.471952697,-1.225409732,0.220420882,0.451245326
ENSMUSG00000025503,1452.271914,-0.060710914,0.164331092,-0.369442649,0.711797814,0.84921577
ENSMUSG00000025504,280.6870816,0.509418553,0.354221069,1.43813736,0.150395084,0.364588905
ENSMUSG00000025505,381.5859088,0.085195747,0.103841323,0.820441659,0.411964375,0.639941775
ENSMUSG00000025507,292.1820642,-0.006523483,0.141581683,-0.046075752,0.963249873,0.984009973
ENSMUSG00000025508,9163.199654,-0.764357775,0.31404991,-2.433873566,0.014938212,0.099616722
ENSMUSG00000025509,706.3630983,-0.133392561,0.190172262,-0.701430162,0.483034604,0.69897403
ENSMUSG00000025510,1151.47522,-0.22941134,0.110671864,-2.072896693,0.038181895,0.170956428
ENSMUSG00000025511,1980.565888,-0.218133767,0.110042572,-1.98226707,0.047449358,0.192027193
ENSMUSG00000025512,526.4115567,0.273659464,0.181484451,1.507894823,0.131581448,0.340206554
ENSMUSG00000025519,0,NA,NA,NA,NA,NA
ENSMUSG00000025521,487.1901817,-0.246563524,0.135193481,-1.823782641,0.068184939,0.23365512
ENSMUSG00000025525,346.6492126,-0.104779979,0.165405523,-0.633473277,0.526424626,0.728039047
ENSMUSG00000025527,0,NA,NA,NA,NA,NA
ENSMUSG00000025528,0,NA,NA,NA,NA,NA
ENSMUSG00000025529,3.514926895,-0.374742969,0.701327911,-0.534333459,0.593110847,NA
ENSMUSG00000025531,601.0322812,0.405454775,0.241595152,1.678240528,0.093300153,0.27999335
ENSMUSG00000025532,581.6629045,0.189882128,0.152495307,1.245167031,0.213070359,0.442616592
ENSMUSG00000025533,579.1731487,0.380304688,0.249424328,1.524729732,0.127326523,0.333648769
ENSMUSG00000025534,1134.464016,0.62531765,0.260362661,2.401717847,0.01631829,0.104164736
ENSMUSG00000025537,41.60148271,-1.129644644,0.396752204,-2.847229663,0.004410153,0.049440112
ENSMUSG00000025538,245.4622245,-0.149080596,0.113346379,-1.315265632,0.188420644,0.414371448
ENSMUSG00000025544,3656.316411,0.032324653,0.057208533,0.565032017,0.572051987,0.760264153
ENSMUSG00000025545,61.8613507,-0.306453993,0.788795199,-0.388508947,0.697639434,0.841129913
ENSMUSG00000025551,0.094910408,0,4.279685918,0,1,NA
ENSMUSG00000025555,2060.419702,0.287373749,0.185778639,1.546861093,0.121896745,0.324749132
ENSMUSG00000025557,16.1882175,-0.217789694,0.7065532,-0.308242456,0.757897849,0.874959614
ENSMUSG00000025558,1352.817761,0.824562318,0.686746116,1.200679988,0.22987536,0.461605931
ENSMUSG00000025571,1440.437428,0.377673827,0.155251108,2.43266429,0.01498819,0.099728619
ENSMUSG00000025572,547.9969676,-0.837931099,0.236227319,-3.547138843,0.000389439,0.011179504
ENSMUSG00000025573,1.320927977,-1.080540076,1.264317336,-0.854643091,0.392748765,NA
ENSMUSG00000025574,2259.814852,0.323063969,0.131816944,2.450853124,0.014251809,0.097409986
ENSMUSG00000025575,1968.638383,-0.042246013,0.135657137,-0.311417549,0.755483215,0.873686888
ENSMUSG00000025576,0.726194844,-3.455207954,2.925302293,-1.181145607,0.237544885,NA
ENSMUSG00000025577,333.6293981,0.317327191,0.199697022,1.58904318,0.112050644,0.309188559
ENSMUSG00000025578,220.6669162,0.27265396,0.158116762,1.724383659,0.084638606,0.265195099
ENSMUSG00000025579,1761.149624,-0.036603651,0.232538267,-0.15740915,0.874922403,0.94111452
ENSMUSG00000025580,1831.371037,-0.219620337,0.230413793,-0.953156204,0.340510933,0.575964115
ENSMUSG00000025582,48.3470673,1.05446216,0.646284179,1.631576624,0.102768706,0.295117548
ENSMUSG00000025583,1802.580771,0.414696931,0.211196137,1.963563049,0.049580786,0.196433235
ENSMUSG00000025584,197.954084,-0.61964814,0.215590556,-2.874189635,0.004050657,0.047286946
ENSMUSG00000025586,712.5539239,0.034064303,0.230780038,0.147605067,0.882654456,0.94430891
ENSMUSG00000025588,0,NA,NA,NA,NA,NA
ENSMUSG00000025591,588.098951,-0.045544194,0.137385459,-0.331506658,0.740261813,0.865246299
ENSMUSG00000025592,2.760335081,-1.173931986,1.126728282,-1.041894487,0.2974606,NA
ENSMUSG00000025597,14.18020103,-1.65021406,0.458412063,-3.599848683,0.000318402,0.00995569
ENSMUSG00000025602,273.1802322,0.088370753,0.141138094,0.626129707,0.531229868,0.732494542
ENSMUSG00000025607,1118.817378,0.237686003,0.199123708,1.193659989,0.232610998,0.465067703
ENSMUSG00000025608,673.1869171,0.312398783,0.186700661,1.673260184,0.094276087,0.281632291
ENSMUSG00000025609,2153.311254,0.139134356,0.156613139,0.888395165,0.374328225,0.606236135
ENSMUSG00000025610,3.615846008,-1.558560432,0.847191387,-1.839679269,0.065815339,NA
ENSMUSG00000025612,1719.790551,0.095649243,0.124289655,0.769567212,0.441556661,0.664194566
ENSMUSG00000025613,5449.91271,0.038476935,0.107184121,0.35897981,0.719610194,0.85335158
ENSMUSG00000025616,877.5572935,-0.484681914,0.233576443,-2.075046214,0.037982252,0.170550574
ENSMUSG00000025626,875.5987696,0.41279511,0.185363154,2.226953429,0.025950386,0.136604357
ENSMUSG00000025630,1865.210073,-0.120668527,0.114663631,-1.052369658,0.292629984,0.528867548
ENSMUSG00000025644,1.778698464,-1.393092832,1.495653324,-0.931427631,0.351632404,NA
ENSMUSG00000025645,185.3361348,0.059750967,0.116010745,0.515046831,0.606520295,0.782876616
ENSMUSG00000025646,415.3725758,0.091232373,0.1116882,0.816848807,0.414014836,0.641803909
ENSMUSG00000025647,4134.827159,-0.499222643,0.180167886,-2.770874733,0.005590593,0.056380545
ENSMUSG00000025648,80.74197109,-1.414943397,2.496674734,-0.566731172,0.570896839,0.75986808
ENSMUSG00000025650,454.0433819,-0.582904603,0.359812314,-1.62002405,0.105227111,0.298377759
ENSMUSG00000025651,2408.577847,0.24290659,0.16656427,1.458335511,0.144748087,0.358203601
ENSMUSG00000025652,0.131560379,-0.805445393,4.279685918,-0.188201987,0.850718315,NA
ENSMUSG00000025656,78.98805732,-0.632380034,0.442960511,-1.427621691,0.153400777,0.368727707
ENSMUSG00000025658,0.394152983,0.363504006,3.572787815,0.1017424,0.918961147,NA
ENSMUSG00000025665,8.742960056,-1.76451148,1.716113299,-1.028202206,0.303854721,0.539641115
ENSMUSG00000025666,60.68758411,-1.020482119,0.332174405,-3.072127482,0.002125389,0.031746028
ENSMUSG00000025701,120.0796426,-0.241500374,0.353614296,-0.682948558,0.494639349,0.707009638
ENSMUSG00000025702,1058.44191,0.740116208,0.452481608,1.635682412,0.101906072,0.293699569
ENSMUSG00000025716,0.520151046,3.199405087,4.205492999,0.76076814,0.446795567,NA
ENSMUSG00000025722,460.7510824,0.254789245,0.205864701,1.237653878,0.215844428,0.446052861
ENSMUSG00000025723,24.42918786,-0.864509581,0.416424898,-2.076027597,0.037891399,0.170466051
ENSMUSG00000025724,1320.675811,-0.16369405,0.160945912,-1.017074915,0.309117793,0.544433125
ENSMUSG00000025726,0.786993143,0.653924833,1.810416804,0.361201261,0.717948999,NA
ENSMUSG00000025727,2.843564649,0.616406269,1.02014778,0.604232329,0.54568919,NA
ENSMUSG00000025728,1318.487027,0.415591891,0.184842599,2.248355597,0.024553524,0.132159344
ENSMUSG00000025730,442.4045992,-0.085268961,0.205385859,-0.415164713,0.678021329,0.828500588
ENSMUSG00000025731,201.6656121,-0.08155229,0.232723432,-0.35042578,0.726019182,0.857080447
ENSMUSG00000025732,63.55037031,-0.206426464,0.515835632,-0.400178761,0.689024857,0.835085936
ENSMUSG00000025733,1073.870831,0.130964533,0.119622376,1.094816348,0.273597103,0.508243799
ENSMUSG00000025735,74.03241823,0.259075499,0.38244461,0.677419663,0.498139726,0.709254965
ENSMUSG00000025736,335.4101139,0.427269215,0.192671096,2.217609304,0.026581483,0.138667196
ENSMUSG00000025737,507.1094144,-0.245301968,0.119458195,-2.053454502,0.040028518,0.175077706
ENSMUSG00000025738,729.4618953,0.441924983,0.174539,2.53195551,0.011342838,0.085345939
ENSMUSG00000025739,0.47730454,3.008287436,4.212379359,0.714153969,0.475131977,NA
ENSMUSG00000025742,1040.534286,0.244584939,0.103937828,2.35318501,0.01861337,0.112208843
ENSMUSG00000025743,4193.099805,-0.492757897,0.225348899,-2.186644354,0.028768497,0.144668006
ENSMUSG00000025745,3179.404016,0.229054383,0.127016783,1.803339513,0.071334911,0.240673481
ENSMUSG00000025746,184.7112522,-4.796005756,0.991974073,-4.834809585,1.33E-06,0.000211427
ENSMUSG00000025747,1067.881714,0.502606255,0.161220025,3.117517529,0.001823811,0.029272264
ENSMUSG00000025754,1.221317781,-1.508553945,1.5185755,-0.993400687,0.320514727,NA
